original_index,TGL_LAHIR,JENIS_KELAMIN,TANGGAL_DAFTAR,KECAMATAN,PENDIDIKAN,JURUSAN,TAHUN_LULUS,Keterampilan,UPAH_DIINGINKAN,JABATAN_DIINGINKAN,WILAYAH_DIINGINKAN,WILAYAH_DIINGINKAN_DETAIL,UMUR_SAAT_DAFTAR,JABATAN_DIINGINKAN_Normalized,wilayah_diinginkan_detail_normalized,keterampilan_cleaned
235,['1997-07-04'],['p'],['2021-12-13'],['cibeureum'],['s1'],['manajemen'],['2021.0'],[],['rp 2.500.001 - rp 5.000.000'],['hr administrasi'],['di dalam negeri'],['tasikmalaya bandung jakarta tangerang'],['24'],['administrasi/staf umum'],"['bandung', 'jakarta', 'tangerang', 'tasikmalaya']",[]
236,['2002-09-18'],['l'],['2021-12-14'],['purbaratu'],['smk'],['tbsm'],['2021.0'],['otomotif'],['rp 1.000.001 - rp 2.500.000'],['kariyawan'],['di dalam negeri'],['cikarang'],['19'],['pekerja umum'],['cikarang'],['otomotif']
237,['2002-01-06'],['p'],['2021-12-13'],['kawalu'],['smk'],['kriya tekstil'],['2019.0'],['olahraga'],['0 - rp 1.000.000'],[],['di dalam negeri'],['majalengka'],['19'],[],['majalengka'],['olahraga']
238,['1999-10-28'],['l'],['2021-12-13'],['indihiang'],['smk'],['otomotif teknik kendaraan ringan'],['2018.0'],[],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['cikarang'],['22'],['produksi/operasional'],['cikarang'],[]
239,['2001-01-05'],['p'],['2021-12-13'],['mangkubumi'],['sma / lainnya'],['ips'],['2020.0'],['menggambar'],['rp 2.500.001 - rp 5.000.000'],['karyawati'],['di dalam negeri'],['jakarta'],['20'],['pekerja umum'],['jakarta'],['menggambar']
240,['2001-01-10'],['l'],['2021-12-13'],['kawalu'],['smk'],['otomotif'],['2019.0'],['publik speaki'],['rp 1.000.001 - rp 2.500.000'],['karyawan'],['di dalam negeri'],['kota tasikmalaya'],['20'],['pekerja umum'],['kota tasikmalaya'],[]
241,['1995-08-02'],['p'],['2021-12-13'],['cihideung'],['d.iii'],['diii analis kesehatan'],['2016.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['pelaksana analis kesehatan'],['di dalam negeri'],['tasikmalaya'],['26'],['tenaga kesehatan (umum)'],['tasikmalaya'],['olahraga']
242,['2002-11-28'],['p'],['2021-12-13'],['kawalu'],['sma / lainnya'],['ipa'],['2021.0'],['menulis'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['bandung'],['19'],['produksi/operasional'],['bandung'],['menulis']
243,['2000-11-20'],['p'],['2021-12-13'],['tamansari'],['smk'],['tekstil'],['2000.0'],['publik speak'],['rp 5.000.001 - rp 10.000.000'],['sekertaris'],['di dalam negeri'],['tangerang'],['21'],['administrasi/staf umum'],['tangerang'],[]
244,['2000-10-13'],['p'],['2021-12-14'],['tamansari'],['smk'],['tekstil'],['2019.0'],['menjahit'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['tasikmalaya  bandung'],['21'],['produksi/operasional'],"['bandung', 'tasikmalaya']",['menjahit']
245,['1998-09-12'],['p'],['2021-12-14'],['cibeureum'],['s1'],['pendidikan sejarah'],['2021.0'],['lulusan administrasi perkantoran'],['rp 1.000.001 - rp 2.500.000'],['pendidik atau staff admin'],['di dalam negeri'],['kota tasikmalaya'],['23'],['administrasi/staf umum'],['kota tasikmalaya'],['administrasi']
246,['1989-09-06'],['l'],['2021-12-14'],['kawalu'],['s1'],['teknik informatika'],['2014.0'],['sepakbola badminton'],['rp 2.500.001 - rp 5.000.000'],['admin'],['di dalam negeri'],['di luar tasikmalaya'],['32'],['administrasi/staf umum'],['tasikmalaya'],"['badminton', 'sepak bola']"
247,['1999-10-15'],['p'],['2021-12-14'],['cibeureum'],['d.iii'],['perbankan dan keuangan'],['2021.0'],['menyanyi'],['rp 5.000.001 - rp 10.000.000'],['direktur bank'],['di dalam negeri'],['tasikmalaya'],['22'],['manajemen/direksi'],['tasikmalaya'],['menyanyi']
248,['2002-05-18'],['p'],['2021-12-14'],['mangkubumi'],['smk'],['keperawatan'],['2020.0'],['bulutangkis'],['rp 2.500.001 - rp 5.000.000'],['kepala bagian'],['di dalam negeri'],['tasikmalaya'],['19'],['manajemen/direksi'],['tasikmalaya'],['badminton']
249,['1999-03-28'],['p'],['2021-12-14'],['bungursari'],['s1'],['kesehatan masyarakat'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['bidang promosi kesehatan'],['di dalam negeri'],['tasikmalaya'],['22'],['tenaga kesehatan (umum)'],['tasikmalaya'],['olahraga']
250,['1999-05-01'],['l'],['2021-12-14'],['mangkubumi'],['smk'],['pemesinan'],['2081.0'],['mastercam x4x5'],['rp 5.000.001 - rp 10.000.000'],['operator produksi'],['di dalam negeri'],['bekasi'],['22'],['produksi/operasional'],['bekasi'],[]
251,['1999-03-06'],['l'],['2021-12-15'],['cipedes'],['s1'],['manajemen'],['2021.0'],['komputer'],['rp 5.000.001 - rp 10.000.000'],['manager qc'],['di dalam negeri'],['bandung jakarta'],['22'],['manajemen/direksi'],"['bandung', 'jakarta']",['komputer']
252,['2002-08-17'],['p'],['2021-12-15'],['kawalu'],['smk'],['tekstil'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['bandung'],['19'],['pekerja umum'],['bandung'],['olahraga']
253,['2002-08-12'],['p'],['2021-12-15'],['mangkubumi'],['sma / lainnya'],['mipa'],['2021.0'],['publik speaking'],['rp 2.500.001 - rp 5.000.000'],['pegawai tetap'],['di dalam negeri'],['tasikmalaya'],['19'],['pekerja umum'],['tasikmalaya'],['public speaking']
254,['2002-04-01'],['l'],['2021-12-15'],['mangkubumi'],['sma / lainnya'],['otomatisasi tata kelola perkantoran'],['2021.0'],['komputer'],['rp 2.500.001 - rp 5.000.000'],['administrasi atau operator produksi'],['di dalam negeri'],['jawa barat'],['19'],['administrasi/staf umum'],['jawa barat'],['komputer']
255,['1998-02-02'],['l'],['2021-12-15'],['tamansari'],['smk'],['teknik kendaraan ringan'],['2017.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['jawa barat'],['23'],['produksi/operasional'],['jawa barat'],['olahraga']
256,['1993-09-05'],['l'],['2021-12-15'],['bungursari'],['smk'],['otomotiftkr'],['2013.0'],['sepak bola'],['rp 1.000.001 - rp 2.500.000'],['apa saja'],['di dalam negeri'],['kota tasikmalaya'],['28'],['lain-lain'],['kota tasikmalaya'],['sepak bola']
257,['1998-11-30'],['l'],['2021-12-15'],['tawang'],['s1'],['bimbingan dan konseling'],['2021.0'],['public speaking bahasa inggris microsoft dan peneliti lapangan'],['rp 2.500.001 - rp 5.000.000'],['konselor'],['di dalam negeri'],['tasikmalaya'],['23'],['konsultasi'],['tasikmalaya'],"['bahasa inggris', 'microsoft office', 'public speaking']"
258,['1998-05-22'],['p'],['2021-12-15'],['bungursari'],['s1'],['pendidikan biologi'],['2021.0'],['graphic design dan negosiation'],['rp 5.000.001 - rp 10.000.000'],['pns'],['di dalam negeri'],['tasikmalaya'],['23'],['pelayanan publik/pemerintahan'],['tasikmalaya'],"['desain grafis', 'menggambar']"
259,['1997-09-06'],['l'],['2021-12-15'],['tawang'],['smk'],['teknik komputer dan jaringan'],['2016.0'],['marketing design grafis'],['rp 2.500.001 - rp 5.000.000'],['pegawai sipil'],['di dalam negeri'],['tasikmalaya'],['24'],['pelayanan publik/pemerintahan'],['tasikmalaya'],"['desain grafis', 'menggambar', 'pemasaran']"
260,['1998-05-04'],['p'],['2021-12-15'],['cihideung'],['sma / lainnya'],['rekayasa perangkat lunak'],['2016.0'],['seni'],['rp 2.500.001 - rp 5.000.000'],['admin  operator'],['di dalam negeri'],['bandung'],['23'],['administrasi/staf umum'],['bandung'],['seni']
261,['1991-08-28'],['l'],['2021-12-16'],['mangkubumi'],['smk'],['otomotif'],['2010.0'],['olahraga'],['rp 5.000.001 - rp 10.000.000'],['teknisi listrik'],['di dalam negeri'],['kalimantan'],['30'],['teknisi/maintenance'],['kalimantan'],['olahraga']
262,['1996-10-08'],['l'],['2021-12-16'],['mangkubumi'],['s1'],['agribisnis'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['admin'],['di dalam negeri'],['tasikmalaya'],['25'],['administrasi/staf umum'],['tasikmalaya'],['olahraga']
263,['1998-08-20'],['p'],['2021-12-16'],['cibeureum'],['smk'],['teknik broadcasting'],['2017.0'],['publik speaking'],['rp 2.500.001 - rp 5.000.000'],['manager'],['di dalam negeri'],['karawang'],['23'],['manajemen/direksi'],['karawang'],['public speaking']
264,['1997-08-28'],['l'],['2021-12-16'],['tamansari'],['s1'],['pendidikan agama islam'],['2020.0'],['olahragawan'],['rp 2.500.001 - rp 5.000.000'],['staff'],['di dalam negeri'],['tasikmalaya bandung jakarta'],['24'],['staff'],"['bandung', 'jakarta', 'tasikmalaya']",[]
265,['1997-12-02'],['l'],['2021-12-16'],['bungursari'],['s1'],['manajemen'],['2016.0'],['bermain gitar futsal'],['rp 5.000.001 - rp 10.000.000'],['admin manajer'],['di dalam negeri'],['tasikmalaya jabodetabek'],['24'],['administrasi/staf umum'],['tasikmalaya'],['futsal']
266,['1989-12-17'],['l'],['2021-12-16'],['bungursari'],['smk'],['ekonomi'],['2009.0'],['sepakbola'],['rp 2.500.001 - rp 5.000.000'],['driver'],['di dalam negeri'],['tasikmalaya'],['31'],['transportasi'],['tasikmalaya'],['sepak bola']
267,['2001-11-12'],['p'],['2021-12-16'],['tamansari'],['sma / lainnya'],['ips'],['2020.0'],['menjahit'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['dimana saja'],['20'],['produksi/operasional'],['lokasi tidak spesifik'],['menjahit']
268,['2001-07-17'],['l'],['2021-12-17'],['kawalu'],['smk'],['keperawatan'],['2019.0'],['musik'],['rp 2.500.001 - rp 5.000.000'],['apoteker'],['di dalam negeri'],['bandung'],['20'],['tenaga kesehatan (umum)'],['bandung'],['musik']
269,['2002-03-28'],['l'],['2021-12-31'],['purbaratu'],['smk'],['teknik kendaraan ringan otomotif'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['kab.cikarang'],['19'],['produksi/operasional'],['cikarang'],['olahraga']
270,['2000-12-24'],['l'],['2021-12-17'],['kawalu'],['smk'],['teknik mekatronika'],['2021.0'],['olahraga sepak bola jogging'],['rp 2.500.001 - rp 5.000.000'],['teknisi  staff'],['di dalam negeri'],['tasikmalaya'],['20'],['teknisi/maintenance'],['tasikmalaya'],"['olahraga', 'sepak bola']"
271,['2002-06-28'],['l'],['2021-12-17'],['kawalu'],['smk'],['teknik kendaraan ringan totomotif'],['2021.0'],['olahraga'],['rp 5.000.001 - rp 10.000.000'],['direktur'],['di dalam negeri'],['cikarang'],['19'],['manajemen/direksi'],['cikarang'],['olahraga']
272,['2002-03-14'],['p'],['2021-12-17'],['mangkubumi'],['sma / lainnya'],['mipa'],['2021.0'],['bahasa'],['rp 2.500.001 - rp 5.000.000'],['apa saja'],['di dalam negeri'],['tasikmalaya'],['19'],['lain-lain'],['tasikmalaya'],['bahasa inggris']
273,['1999-10-17'],['p'],['2021-12-17'],['tawang'],['s1'],['manajemen'],['2021.0'],['ms office'],['rp 5.000.001 - rp 10.000.000'],['akuntansi'],['di dalam negeri'],['tasikmalaya'],['22'],['keuangan/akuntansi/perbankan'],['tasikmalaya'],['microsoft office']
274,['2000-11-03'],['p'],['2021-12-20'],['kawalu'],['d.iii'],['perbankan dan keuangan'],['2021.0'],['komputer'],['rp 2.500.001 - rp 5.000.000'],['teller'],['di dalam negeri'],['kota tasikmalaya'],['21'],['keuangan/akuntansi/perbankan'],['kota tasikmalaya'],['komputer']
275,['1999-09-30'],['l'],['2021-12-20'],['cibeureum'],['d.iii'],['diii keperawatan'],['2021.0'],['olahraga lari'],['rp 5.000.001 - rp 10.000.000'],['perawat'],['di dalam negeri'],['pulau jawa'],['22'],['perawat'],['jawa'],['olahraga']
276,['1996-03-20'],['l'],['2021-12-20'],['bungursari'],['smk'],['teknik sepeda motor'],['2014.0'],['sepakbola futsal basket'],['rp 1.000.001 - rp 2.500.000'],['pegawai'],['di dalam negeri'],['kota tasikmalaya'],['25'],['pekerja umum'],['kota tasikmalaya'],"['basket', 'futsal', 'sepak bola']"
277,['1998-06-16'],['p'],['2021-12-20'],['cibeureum'],['sma / lainnya'],['ilmu pengetahuan sosial'],['2015.0'],['administrasi'],['rp 5.000.001 - rp 10.000.000'],['pengadministrasi'],['di dalam negeri'],['dki jakarta'],['23'],['administrasi/staf umum'],['jakarta'],['administrasi']
278,['1995-07-29'],['p'],['2021-12-20'],['bungursari'],['sma / lainnya'],['ips'],['2014.0'],['olahraga'],['0 - rp 1.000.000'],['akuntan'],['di dalam negeri'],['tasikmalaya'],['26'],['keuangan/akuntansi/perbankan'],['tasikmalaya'],['olahraga']
279,['2002-09-26'],['l'],['2021-12-20'],['indihiang'],['smk'],['teknika kapal penangkap ikan'],['2021.0'],[],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['cikarang'],['19'],['produksi/operasional'],['cikarang'],[]
280,['1998-04-16'],['l'],['2021-12-20'],['mangkubumi'],['s1'],['manajemen bisnis telekomunikasi dan informatika'],['2021.0'],['bisnis'],['rp 2.500.001 - rp 5.000.000'],['manajer'],['di dalam negeri'],['bandung'],['23'],['manajemen/direksi'],['bandung'],['bisnis']
281,['2000-08-27'],['p'],['2021-12-20'],['cipedes'],['sma / lainnya'],['ipa'],['2018.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['jawa barat'],['21'],['produksi/operasional'],['jawa barat'],['olahraga']
282,['1996-11-17'],['l'],['2021-12-21'],['cibeureum'],['smk'],['teknik kendaraan ringan'],['2015.0'],['olahraga'],['rp 5.000.001 - rp 10.000.000'],['produksi'],['di dalam negeri'],['jawa barat'],['25'],['produksi/operasional'],['jawa barat'],['olahraga']
283,['1999-08-23'],['p'],['2021-12-21'],['cihideung'],['d.iii'],['perbankan dan keuangan'],['2021.0'],['publik speaking'],['rp 2.500.001 - rp 5.000.000'],['customer service teller akuntan admin'],['di luar negeri'],['tasikmalaya'],['22'],['administrasi/staf umum'],['tasikmalaya'],['public speaking']
284,['2000-07-17'],['l'],['2021-12-21'],['cihideung'],['sma / lainnya'],['ips'],['2019.0'],['olahraga'],['rp 1.000.001 - rp 2.500.000'],[],['di dalam negeri'],[],['21'],[],['lokasi tidak spesifik'],['olahraga']
285,['1996-02-04'],['p'],['2021-12-21'],['cipedes'],['sma / lainnya'],['ips'],['2015.0'],['ms office'],['rp 1.000.001 - rp 2.500.000'],['akuntansi'],['di dalam negeri'],['jawa barat'],['25'],['keuangan/akuntansi/perbankan'],['jawa barat'],['microsoft office']
286,['2001-03-24'],['l'],['2021-12-31'],['cibeureum'],['smk'],['kriya kayu'],['2020.0'],['futsal'],['0 - rp 1.000.000'],['operator'],['di dalam negeri'],['tasikmalaya'],['20'],['produksi/operasional'],['tasikmalaya'],['futsal']
287,['2001-02-13'],['l'],['2021-12-22'],['mangkubumi'],['smk'],['teknik komputer dan jaringan'],['2020.0'],['olahraga dan publik speaking'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['dimana saja'],['20'],['produksi/operasional'],['lokasi tidak spesifik'],"['olahraga', 'public speaking']"
288,['2000-06-22'],['p'],['2021-12-22'],['cihideung'],['smp / lainnya'],['umum'],['2015.0'],['ms office'],['rp 1.000.001 - rp 2.500.000'],['apa saja'],['di dalam negeri'],['jawa barat'],['21'],['lain-lain'],['jawa barat'],['microsoft office']
289,['2003-04-01'],['p'],['2021-12-22'],['tawang'],['smk'],['akuntansi'],['2021.0'],['publik speakinginput data'],['rp 2.500.001 - rp 5.000.000'],['akuntan'],['di dalam negeri'],['tasikmalaya'],['18'],['keuangan/akuntansi/perbankan'],['tasikmalaya'],[]
290,['2000-01-15'],['p'],['2021-12-22'],['kawalu'],['sma / lainnya'],['ips'],['2018.0'],['ms office'],['rp 1.000.001 - rp 2.500.000'],['apa saja'],['di dalam negeri'],['jawa barat'],['21'],['lain-lain'],['jawa barat'],['microsoft office']
291,['1997-09-30'],['p'],['2021-12-24'],['cipedes'],['d.iii'],['keperawatan'],['2019.0'],['menjahit'],['rp 1.000.001 - rp 2.500.000'],['perawat'],['di dalam negeri'],['tasikmalaya'],['24'],['perawat'],['tasikmalaya'],['menjahit']
292,['1982-10-24'],['l'],['2021-12-23'],['indihiang'],['sma / lainnya'],['ipa'],['2000.0'],[],['> rp 10.000.000'],['perwira dek'],['di luar negeri'],['taiwan'],['39'],['pelaut/kelautan'],['lokasi tidak spesifik'],[]
293,['2000-02-02'],['l'],['2021-12-23'],['mangkubumi'],['smk'],['rekayasa perangkat lunak'],['2019.0'],[],['rp 2.500.001 - rp 5.000.000'],['administrasi'],['di dalam negeri'],['tanggerang. bekasi'],['21'],['administrasi/staf umum'],['bekasi'],[]
294,['2000-07-13'],['l'],['2021-12-23'],['kawalu'],['smk'],['teknik kendaraan ringan'],['2019.0'],['futsal'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['jabodetabek'],['21'],['produksi/operasional'],"['bekasi', 'bogor', 'depok', 'jakarta', 'tangerang']",['futsal']
295,['2002-07-06'],['l'],['2021-12-23'],['indihiang'],['smk'],['teknik otomotif'],['2021.0'],['otomotif'],['rp 2.500.001 - rp 5.000.000'],['apa saja'],['di dalam negeri'],['jawa barat'],['19'],['lain-lain'],['jawa barat'],['otomotif']
296,['1996-08-05'],['l'],['2021-12-24'],['kawalu'],['s1'],['teknik informatika'],['2020.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['staff admin'],['di dalam negeri'],['jakarta tasikmalaya tangerang cikarang'],['25'],['administrasi/staf umum'],"['cikarang', 'jakarta', 'tangerang', 'tasikmalaya']",['olahraga']
297,['1998-04-13'],['l'],['2021-12-29'],['purbaratu'],['smk'],['teknik komputer dan jaringan'],['2016.0'],['pengamanan'],['rp 2.500.001 - rp 5.000.000'],['security admin pramuniaga'],['di dalam negeri'],['tasikmalaya'],['23'],['administrasi/staf umum'],['tasikmalaya'],[]
298,['2003-12-15'],['p'],['2021-12-24'],['cibeureum'],['smk'],['textile'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['bandung'],['18'],['pekerja umum'],['bandung'],['olahraga']
299,['1998-10-18'],['p'],['2021-12-24'],['mangkubumi'],['s1'],['administrasi negara'],['2021.0'],[],['rp 2.500.001 - rp 5.000.000'],['bumn'],['di dalam negeri'],['tasikmalaya'],['23'],['pelayanan publik/pemerintahan'],['tasikmalaya'],[]
300,['1998-08-25'],['p'],['2021-12-24'],['bungursari'],['s1'],['ilmu administrasi negara'],['2021.0'],['public speaking administration'],['> rp 10.000.000'],['general affair staff administration hrdsdm'],['di dalam negeri'],['tasikmalaya'],['23'],['administrasi/staf umum'],['tasikmalaya'],['public speaking']
301,['1996-03-18'],['p'],['2021-12-24'],['purbaratu'],['s1'],['ekonomi syariah'],['2018.0'],['publik speaking'],['rp 2.500.001 - rp 5.000.000'],['frontliner'],['di dalam negeri'],['tasikmalaya'],['25'],['keuangan/akuntansi/perbankan'],['tasikmalaya'],['public speaking']
302,['2002-04-16'],['l'],['2021-12-27'],['cibeureum'],['smk'],['teknik kendaraan ringan otomotif'],['2021.0'],['sepakbola'],['rp 2.500.001 - rp 5.000.000'],['oprator produksi'],['di dalam negeri'],['bekasi'],['19'],['produksi/operasional'],['bekasi'],['sepak bola']
303,['1995-03-16'],['l'],['2021-12-27'],['indihiang'],['d.iii'],['sistem informatika'],['2018.0'],['futsal'],['rp 2.500.001 - rp 5.000.000'],['quality control'],['di dalam negeri'],['bandunf'],['26'],['quality control/assurance'],['lokasi tidak spesifik'],['futsal']
304,['1995-06-15'],['p'],['2021-12-27'],['tamansari'],['s1'],['pendidikan matematika'],['2017.0'],['menghitung'],['rp 2.500.001 - rp 5.000.000'],['guru'],['di dalam negeri'],['jawa barat'],['26'],['pendidikan'],['jawa barat'],[]
305,['2000-12-15'],['p'],['2021-12-27'],['mangkubumi'],['sma / lainnya'],['ips'],['2019.0'],[],['rp 2.500.001 - rp 5.000.000'],['administrasi'],['di dalam negeri'],['kota tasikmalaya'],['21'],['administrasi/staf umum'],['kota tasikmalaya'],[]
306,['2002-09-02'],['l'],['2021-12-27'],['mangkubumi'],['smk'],['tkro'],['2021.0'],['olahraga'],['rp 5.000.001 - rp 10.000.000'],['operator produksi'],['di dalam negeri'],['tasikmalaya'],['19'],['produksi/operasional'],['tasikmalaya'],['olahraga']
307,['1998-04-30'],['l'],['2021-12-27'],['mangkubumi'],['sma / lainnya'],['ips'],['2016.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['jabodetabek'],['23'],['pekerja umum'],"['bekasi', 'bogor', 'depok', 'jakarta', 'tangerang']",['olahraga']
308,['1990-07-03'],['p'],['2021-12-27'],['cibeureum'],['d.iii'],['kebidanan'],['2011.0'],['bidan'],['rp 1.000.001 - rp 2.500.000'],['bidan'],['di dalam negeri'],['pangandaran'],['31'],['tenaga kesehatan (umum)'],['pangandaran'],[]
309,['1997-03-12'],['p'],['2021-12-28'],['kawalu'],['profesi'],['profesi ners'],['2020.0'],['publik speaking'],['rp 2.500.001 - rp 5.000.000'],['perawat'],['di dalam negeri'],['kota tasimalaya'],['24'],['perawat'],['lokasi tidak spesifik'],['public speaking']
310,['2002-05-09'],['l'],['2021-12-28'],['cibeureum'],['smk'],['pemasaran'],['2021.0'],['perdagangan'],['rp 2.500.001 - rp 5.000.000'],['pramuniaga'],['di dalam negeri'],['kota tasikmalaya'],['19'],['sales/marketing'],['kota tasikmalaya'],[]
311,['1972-04-04'],['l'],['2021-12-28'],['tawang'],['sma / lainnya'],['ilmu pengetahuan alam'],['1991.0'],[],['0 - rp 1.000.000'],['dll'],['di dalam negeri'],['tasikmalaya'],['49'],['lain-lain'],['tasikmalaya'],[]
312,['2002-03-07'],['l'],['2021-12-28'],['kawalu'],['sma / lainnya'],['ips'],['2020.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['jakarta'],['19'],['produksi/operasional'],['jakarta'],['olahraga']
313,['2002-02-05'],['l'],['2021-12-28'],['tawang'],['smk'],['rekayasa perangkat lunak'],['2021.0'],['futsal'],['rp 1.000.001 - rp 2.500.000'],['karyawan'],['di dalam negeri'],['tasikmalaya'],['19'],['pekerja umum'],['tasikmalaya'],['futsal']
314,['1988-04-15'],['p'],['2021-12-28'],['kawalu'],['sma / lainnya'],['ips'],['2020.0'],['menjahit'],['rp 2.500.001 - rp 5.000.000'],['apa saja'],['di dalam negeri'],['indonesia'],['33'],['lain-lain'],['indonesia'],['menjahit']
315,['1996-08-24'],['l'],['2021-12-28'],['tamansari'],['smk'],['dpk logam'],['2015.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['luar kota'],['25'],['produksi/operasional'],['lokasi tidak spesifik'],['olahraga']
316,['1998-03-31'],['l'],['2021-12-28'],['indihiang'],['sma / lainnya'],['mipa'],['2016.0'],['bisa mengoprasikan microsoft word dan microsoft excel'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['batam'],['23'],['produksi/operasional'],['batam'],"['microsoft excel', 'microsoft office', 'microsoft word']"
317,['1998-08-26'],['p'],['2021-12-28'],['cihideung'],['sma / lainnya'],['ipa'],['2017.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['bekasi'],['23'],['produksi/operasional'],['bekasi'],['olahraga']
318,['1988-04-08'],['l'],['2021-12-28'],['cihideung'],['sma / lainnya'],['ipa'],['2007.0'],['bermusik'],['rp 2.500.001 - rp 5.000.000'],['karyawan supermarket'],['di dalam negeri'],['tasikmalaya'],['33'],['pekerja umum'],['tasikmalaya'],[]
319,['2001-05-03'],['l'],['2021-12-28'],['cipedes'],['smk'],['teknik kendaraan ringan'],['2019.0'],[],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['jabotabek'],['20'],['produksi/operasional'],"['bekasi', 'bogor', 'depok', 'jakarta', 'tangerang']",[]
320,['1993-05-04'],['l'],['2021-12-29'],['cipedes'],['sma / lainnya'],['ips'],['2012.0'],['ms office'],['rp 1.000.001 - rp 2.500.000'],['apa saja'],['di dalam negeri'],['jawa barat'],['28'],['lain-lain'],['jawa barat'],['microsoft office']
321,['1996-07-17'],['l'],['2021-12-29'],['kawalu'],['smk'],['pemasaran'],['2016.0'],['bola volly'],['0 - rp 1.000.000'],['karyawan tetap'],['di dalam negeri'],['bandung'],['25'],['pekerja umum'],['bandung'],[]
322,['2002-03-26'],['l'],['2021-12-29'],['tamansari'],['smk'],['kriya kreatif logam dan perhiasan'],['2021.0'],['badminton'],['rp 2.500.001 - rp 5.000.000'],['oprator produksi'],['di dalam negeri'],['jawa barat'],['19'],['produksi/operasional'],['jawa barat'],['badminton']
323,['1998-04-02'],['l'],['2021-12-29'],['cihideung'],['s1'],['teknik elektro'],['2021.0'],['controler listrik transmisi distribusi listrik plc motor listrik'],['rp 5.000.001 - rp 10.000.000'],['supervisor'],['di dalam negeri'],['bandung jakarta surabaya'],['23'],['supervisor'],"['bandung', 'jakarta', 'surabaya']",[]
324,['1997-01-16'],['p'],['2021-12-29'],['cipedes'],['d.iii'],['akuntansi'],['2017.0'],['musik'],['rp 2.500.001 - rp 5.000.000'],['pegawai negeri sipil'],['di dalam negeri'],['kota tasikmalaya'],['24'],['pelayanan publik/pemerintahan'],['kota tasikmalaya'],['musik']
325,['1995-12-05'],['l'],['2021-12-29'],['kawalu'],['sma / lainnya'],['ips'],['2015.0'],['sepakbola'],['rp 1.000.001 - rp 2.500.000'],['operator'],['di dalam negeri'],['jakarta'],['26'],['produksi/operasional'],['jakarta'],['sepak bola']
326,['2002-02-17'],['l'],['2021-12-29'],['tamansari'],['smk'],['kriya logam'],['2021.0'],['sepak bola'],['rp 2.500.001 - rp 5.000.000'],['karyawan tetap'],['di dalam negeri'],['bandung'],['19'],['pekerja umum'],['bandung'],['sepak bola']
327,['2003-03-01'],['l'],['2021-12-29'],['kawalu'],['sma / lainnya'],['mipa'],['2021.0'],['public speaking komputer menembak pengamanan management'],['rp 5.000.001 - rp 10.000.000'],['asistent'],['di luar negeri'],['bandung'],['18'],['administrasi/staf umum'],['bandung'],"['komputer', 'manajemen', 'public speaking']"
328,['1999-12-22'],['p'],['2021-12-30'],['purbaratu'],['sma / lainnya'],['ips'],['2019.0'],['menjahit'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['bandungjakarta'],['22'],['pekerja umum'],"['bandung', 'jakarta']",['menjahit']
329,['1981-05-27'],['p'],['2021-12-30'],['cibeureum'],['s1'],['biologi'],['2004.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['guru propesinal'],['di dalam negeri'],['tasikmalaya'],['40'],['pendidikan'],['tasikmalaya'],['olahraga']
330,['1986-08-08'],['l'],['2021-12-30'],['cihideung'],['d.iii'],['teknika'],['2009.0'],['seni'],['> rp 10.000.000'],['second engineer'],['di dalam negeri'],['dimana saja'],['35'],['engineer'],['lokasi tidak spesifik'],['seni']
