original_index,TGL_LAHIR,JENIS_KELAMIN,TANGGAL_DAFTAR,KECAMATAN,PENDIDIKAN,JURUSAN,TAHUN_LULUS,Keterampilan,UPAH_DIINGINKAN,JABATAN_DIINGINKAN,WILAYAH_DIINGINKAN,WILAYAH_DIINGINKAN_DETAIL,UMUR_SAAT_DAFTAR,JABATAN_DIINGINKAN_Normalized,wilayah_diinginkan_detail_normalized,keterampilan_cleaned
97,['1997-05-07'],['l'],['2021-11-17'],['indihiang'],['smk'],['teknik mesin'],['2015.0'],['olahraga'],['rp 5.000.001 - rp 10.000.000'],['operator produksi'],['di dalam negeri'],['bekasi'],['24'],['produksi/operasional'],['bekasi'],['olahraga']
98,['1996-11-21'],['l'],['2021-11-17'],['cipedes'],['s1'],['keperawatan'],['2019.0'],[],['> rp 10.000.000'],['perawat'],['di luar negeri'],['jepang'],['24'],['perawat'],['lokasi tidak spesifik'],[]
99,['2000-01-04'],['l'],['2021-11-24'],['mangkubumi'],['sma / lainnya'],['ips'],['2019.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['ceo'],['di dalam negeri'],['tasikmalaya'],['21'],['manajemen/direksi'],['tasikmalaya'],['olahraga']
100,['2002-03-22'],['l'],['2021-11-17'],['cibeureum'],['smk'],['tkj'],['2021.0'],['futsal'],['0 - rp 1.000.000'],['karyawan'],['di dalam negeri'],['tasikmalaya'],['19'],['pekerja umum'],['tasikmalaya'],['futsal']
101,['1996-12-16'],['l'],['2021-11-17'],['cihideung'],['s1'],['teknik informatika'],['2021.0'],['desain grafis microsoft office programer  jaringan'],['rp 5.000.001 - rp 10.000.000'],['staff'],['di dalam negeri'],['jabotabek'],['24'],['staff'],"['bekasi', 'bogor', 'depok', 'jakarta', 'tangerang']","['desain grafis', 'jaringan komputer', 'menggambar', 'microsoft office']"
102,['1984-05-25'],['p'],['2021-11-18'],['cibeureum'],['smk'],['teknologi hasil pertanian'],['2002.0'],['pengolahan hasil pertanian'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di luar negeri'],['malaysia'],['37'],['pekerja umum'],['lokasi tidak spesifik'],[]
103,['2002-11-12'],['l'],['2021-11-18'],['tamansari'],['smk'],['teknik kendaraan ringan otomotif'],['2021.0'],['bahasa'],['rp 1.000.001 - rp 2.500.000'],['apa saja'],['di dalam negeri'],['tasikmalaya'],['19'],['lain-lain'],['tasikmalaya'],['bahasa inggris']
104,['2001-06-26'],['p'],['2021-11-18'],['indihiang'],['smk'],['akuntansi'],['2019.0'],['olahraga'],['rp 5.000.001 - rp 10.000.000'],['karyawan'],['di dalam negeri'],['cikarang'],['20'],['pekerja umum'],['cikarang'],['olahraga']
105,['2000-05-26'],['p'],['2021-11-18'],['kawalu'],['smk'],['tekstil'],['2018.0'],['olahraga'],['rp 1.000.001 - rp 2.500.000'],['counter'],['di dalam negeri'],['tasikmalaya'],['21'],['keuangan/akuntansi/perbankan'],['tasikmalaya'],['olahraga']
106,['2000-11-24'],['l'],['2021-11-18'],['tamansari'],['smk'],['tkr'],['2020.0'],['olahrga'],['0 - rp 1.000.000'],['lapangan'],['di dalam negeri'],['bandung'],['20'],['lapangan'],['bandung'],['olahraga']
107,['1998-02-04'],['l'],['2021-11-18'],['mangkubumi'],['s1'],['teknik metalurgi'],['2021.0'],['bermain alat musik futsal'],['rp 2.500.001 - rp 5.000.000'],['staff quality control'],['di dalam negeri'],['tangerang'],['23'],['quality control/assurance'],['tangerang'],"['futsal', 'musik']"
108,['1999-05-09'],['p'],['2021-11-18'],['bungursari'],['d.iii'],['manajemen informatika'],['2020.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['manajemen informatika'],['di dalam negeri'],['dimana saja'],['22'],['manajemen/direksi'],['lokasi tidak spesifik'],['olahraga']
109,['1995-09-13'],['l'],['2021-11-19'],['indihiang'],['sma / lainnya'],['ipa'],['2014.0'],['bulutangkis'],['rp 5.000.001 - rp 10.000.000'],['operator'],['di dalam negeri'],['tasikmalaya'],['26'],['produksi/operasional'],['tasikmalaya'],['badminton']
110,['1995-01-02'],['p'],['2021-11-22'],['indihiang'],['s1'],['teknik informatika'],['2017.0'],['design bersepeda'],['rp 2.500.001 - rp 5.000.000'],['digital marketing'],['di dalam negeri'],['cirebon'],['26'],['sales/marketing'],['cirebon'],['menggambar']
111,['2000-01-02'],['l'],['2021-11-19'],['bungursari'],['smk'],['teknik otomotif'],['2019.0'],[],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['dimana saja'],['21'],['pekerja umum'],['lokasi tidak spesifik'],[]
112,['2001-08-01'],['p'],['2021-11-19'],['purbaratu'],['smk'],['keperawatan'],['2020.0'],['olahraga'],['0 - rp 1.000.000'],['karyawan'],['di dalam negeri'],['tasikmalaya'],['20'],['pekerja umum'],['tasikmalaya'],['olahraga']
113,['2002-11-04'],['p'],['2021-11-19'],['purbaratu'],['sma / lainnya'],['tkj'],['2021.0'],['teknik komputer jaringan'],['0 - rp 1.000.000'],['marketing'],['di dalam negeri'],['tasikmalaya'],['19'],['sales/marketing'],['tasikmalaya'],"['jaringan komputer', 'komputer', 'teknik mesin']"
114,['1994-08-03'],['l'],['2021-11-19'],['cibeureum'],['smk'],['elektronika'],['2012.0'],['olahraga'],['0 - rp 1.000.000'],['wellder'],['di dalam negeri'],['japan'],['27'],['produksi/operasional'],['lokasi tidak spesifik'],['olahraga']
115,['2003-12-10'],['p'],['2021-11-22'],['cipedes'],['smk'],['akuntansi'],['2021.0'],['memasak'],['0 - rp 1.000.000'],['pramuniaga karyawan swasta'],['di dalam negeri'],['tasikmalaya'],['17'],['pekerja umum'],['tasikmalaya'],['memasak']
116,['1999-01-14'],['p'],['2021-11-29'],['indihiang'],['profesi'],['apoteker'],['2021.0'],[],['rp 5.000.001 - rp 10.000.000'],['apoteker  apoteker praktik'],['di dalam negeri'],['jawa barat'],['22'],['tenaga kesehatan (umum)'],['jawa barat'],[]
117,['2002-02-14'],['l'],['2021-11-22'],['kawalu'],['smk'],['teknik kendaraan ringan otomotif'],['2021.0'],['pencak silat'],['rp 2.500.001 - rp 5.000.000'],['karyawan tetap'],['di dalam negeri'],['tasikmalaya'],['19'],['pekerja umum'],['tasikmalaya'],['bela diri']
118,['2002-10-24'],['l'],['2021-11-22'],['kawalu'],['smk'],['teknik kendaraan ringan otomotif'],['2021.0'],['futsal'],['rp 2.500.001 - rp 5.000.000'],['karyawan tetap'],['di dalam negeri'],['tasikmalaya'],['19'],['pekerja umum'],['tasikmalaya'],['futsal']
119,['1998-11-20'],['l'],['2021-11-22'],['tamansari'],['smk'],['teknik otomotif'],['2018.0'],['olahraga'],['0 - rp 1.000.000'],['operator'],['di dalam negeri'],['cikarang'],['23'],['produksi/operasional'],['cikarang'],['olahraga']
120,['2000-03-11'],['l'],['2021-11-22'],['mangkubumi'],['smk'],['teknik komputer jaringan'],['2018.0'],['komputer'],['rp 5.000.001 - rp 10.000.000'],['it'],['di dalam negeri'],['dimana saja'],['21'],['it/software'],['lokasi tidak spesifik'],['komputer']
121,['2002-10-14'],['p'],['2021-11-22'],['mangkubumi'],['smk'],['bisnis daring dan pemasaran'],['2021.0'],['olahraga voli'],['rp 1.000.001 - rp 2.500.000'],['staff administrasi'],['di dalam negeri'],['garut'],['19'],['administrasi/staf umum'],['garut'],"['bola voli', 'olahraga']"
122,['2002-01-28'],['l'],['2021-11-22'],['cipedes'],['smk'],['teknik kendaraan ringan'],['2021.0'],['main bola'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['bandung'],['19'],['produksi/operasional'],['bandung'],['sepak bola']
123,['2004-10-23'],['p'],['2021-11-22'],['mangkubumi'],['smk'],['bisnis daring dan pemasaran'],['2021.0'],['olahraga renang'],['rp 1.000.001 - rp 2.500.000'],['admin'],['di dalam negeri'],['tasikmalaya'],['17'],['administrasi/staf umum'],['tasikmalaya'],"['olahraga', 'renang']"
124,['1993-07-05'],['l'],['2021-11-22'],['cipedes'],['s1'],['akuntansi'],['2015.0'],['analisis planning ms. word ms. excel power point'],['rp 5.000.001 - rp 10.000.000'],['akuntan'],['di dalam negeri'],['pulau jawa'],['28'],['keuangan/akuntansi/perbankan'],['jawa'],"['analisis data', 'microsoft excel', 'microsoft word']"
125,['2002-02-18'],['l'],['2021-11-22'],['tamansari'],['smk'],['kria logam'],['2021.0'],[],['rp 2.500.001 - rp 5.000.000'],['pegawai tetap'],['di dalam negeri'],['bandung'],['19'],['pekerja umum'],['bandung'],[]
126,['2002-05-20'],['l'],['2021-11-22'],['tamansari'],['smk'],['otomotif'],['2021.0'],['futsal'],['0 - rp 1.000.000'],['operator'],['di dalam negeri'],['dimana saja'],['19'],['produksi/operasional'],['lokasi tidak spesifik'],['futsal']
127,['2000-10-15'],['p'],['2021-11-22'],['tamansari'],['smk'],['tata niaga'],['2020.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['0prator produksi'],['di dalam negeri'],['tanggerang'],['21'],['produksi/operasional'],['tangerang'],['olahraga']
128,['2003-02-17'],['l'],['2021-11-22'],['cipedes'],['smk'],['mesin produksi'],['2021.0'],[],['rp 1.000.001 - rp 2.500.000'],['perkerja lapangan'],['di dalam negeri'],['majalengka'],['18'],['lain-lain'],['majalengka'],[]
129,['2003-09-23'],['l'],['2021-11-22'],['kawalu'],['smk'],['teknik otomotif'],['2021.0'],['cover accoustic'],['rp 2.500.001 - rp 5.000.000'],['manajer'],['di dalam negeri'],['karawang'],['18'],['manajemen/direksi'],['karawang'],['musik']
130,['2000-10-10'],['p'],['2021-11-22'],['tamansari'],['sma / lainnya'],['tata niaga'],['2019.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator produksi dominan'],['di dalam negeri'],['tangerang'],['21'],['produksi/operasional'],['tangerang'],['olahraga']
131,['1999-04-21'],['p'],['2021-11-22'],['kawalu'],['sma / lainnya'],['mipa'],['2018.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['admin'],['di dalam negeri'],['jakarta'],['22'],['administrasi/staf umum'],['jakarta'],['olahraga']
132,['1998-06-20'],['l'],['2021-11-22'],['mangkubumi'],['s1'],['teknik informatika'],['2021.0'],['publik speaking olahraga'],['rp 2.500.001 - rp 5.000.000'],['staff administrasi'],['di dalam negeri'],['tasikmalaya bandung'],['23'],['administrasi/staf umum'],"['bandung', 'tasikmalaya']","['olahraga', 'public speaking']"
133,['1998-01-11'],['l'],['2021-11-22'],['cihideung'],['s1'],['teknik informatika'],['2021.0'],['ms ofice'],['rp 2.500.001 - rp 5.000.000'],['sesuai keahlian'],['di dalam negeri'],['sesuai keahlian'],['23'],['lain-lain'],['lokasi tidak spesifik'],['microsoft office']
134,['1994-11-24'],['l'],['2021-11-22'],['kawalu'],['sma / lainnya'],['ips'],['2015.0'],[],['rp 5.000.001 - rp 10.000.000'],['dekorasi'],['di luar negeri'],['brunei darussalam'],['26'],['desain/kreatif'],['lokasi tidak spesifik'],[]
135,['1998-01-25'],['p'],['2021-11-24'],['cihideung'],['s1'],['sejarah'],['2020.0'],['team work ms. office publik speaking'],['rp 2.500.001 - rp 5.000.000'],['sesuai yang dibutuhkan'],['di dalam negeri'],['karawang cikarang'],['23'],['lain-lain'],"['cikarang', 'karawang']","['microsoft office', 'public speaking']"
136,['1994-07-11'],['l'],['2021-11-23'],['cibeureum'],['smk'],['mekanik otomotip'],['2012.0'],[],['rp 2.500.001 - rp 5.000.000'],['marketing'],['di dalam negeri'],['tasikmalaya'],['27'],['sales/marketing'],['tasikmalaya'],[]
137,['2003-06-01'],['p'],['2021-11-23'],['cihideung'],['smk'],['pemasaran'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['dimana saja'],['18'],['pekerja umum'],['lokasi tidak spesifik'],['olahraga']
138,['2003-03-03'],['p'],['2021-11-23'],['purbaratu'],['sma / lainnya'],['teknik komputer dan jaringan'],['2021.0'],[],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['cirebon'],['18'],['pekerja umum'],['cirebon'],[]
139,['2002-03-31'],['l'],['2021-11-23'],['cibeureum'],['smk'],['bisnis daring dan pemasaran'],['2021.0'],['olahraga'],['0 - rp 1.000.000'],['karyawan biasa'],['di dalam negeri'],['tasikmalaya'],['19'],['pekerja umum'],['tasikmalaya'],['olahraga']
140,['1999-06-30'],['l'],['2021-11-24'],['indihiang'],['smk'],['tkj'],['2017.0'],['bermain musik'],['rp 2.500.001 - rp 5.000.000'],['pimpinan'],['di dalam negeri'],['tasikmalaya'],['22'],[],['tasikmalaya'],['musik']
141,['2002-07-31'],['p'],['2021-11-25'],['purbaratu'],['sma / lainnya'],['teknik komputer dan jaringan'],['2021.0'],['seni'],['rp 1.000.001 - rp 2.500.000'],['sistem manajemen gudang'],['di dalam negeri'],['bandung'],['19'],['logistik/gudang'],['bandung'],['seni']
142,['2003-03-28'],['p'],['2021-11-24'],['mangkubumi'],['sma / lainnya'],['mipa'],['2021.0'],[],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['jawa barat'],['18'],['pekerja umum'],['jawa barat'],[]
143,['2000-07-16'],['l'],['2021-11-24'],['tamansari'],['smk'],['teknik komputer jaringan'],['2019.0'],[],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['bogor'],['21'],['pekerja umum'],['bogor'],[]
144,['2001-10-05'],['l'],['2021-11-24'],['tawang'],['smk'],['teknik kendaraan ringan otomotif'],['2021.0'],['futsal'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['bandung'],['20'],['pekerja umum'],['bandung'],['futsal']
145,['1999-09-21'],['l'],['2021-11-24'],['cibeureum'],['smk'],['teknik kendaraan ringan'],['2017.0'],['welding'],['rp 5.000.001 - rp 10.000.000'],['karyawan tetap'],['di dalam negeri'],['jabodetabek'],['22'],['pekerja umum'],"['bekasi', 'bogor', 'depok', 'jakarta', 'tangerang']",['mengelas']
146,['2000-10-30'],['l'],['2021-11-25'],['mangkubumi'],['smk'],['otomotif'],['2018.0'],['futsal'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['cikarang'],['21'],['pekerja umum'],['cikarang'],['futsal']
147,['2003-07-08'],['p'],['2021-11-25'],['cibeureum'],['smk'],['teknik komputer dan jaringan'],['2021.0'],['menulis'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['di mana saja'],['18'],['produksi/operasional'],['lokasi tidak spesifik'],['menulis']
148,['1997-03-30'],['p'],['2021-11-25'],['bungursari'],['smk'],['kimia'],['2015.0'],['olahraga'],['0 - rp 1.000.000'],['qc'],['di dalam negeri'],['tasikmalaya'],['24'],['quality control/assurance'],['tasikmalaya'],['olahraga']
149,['2002-01-04'],['l'],['2021-11-25'],['kawalu'],['smk'],['tkr'],['2021.0'],[],['rp 2.500.001 - rp 5.000.000'],['opator produksi'],['di dalam negeri'],['malajengka'],['19'],['produksi/operasional'],['lokasi tidak spesifik'],[]
150,['2002-06-25'],['l'],['2021-11-25'],['mangkubumi'],['smk'],['teknik komputer jaringan'],['2021.0'],['publik speaking'],['rp 2.500.001 - rp 5.000.000'],['administrasi'],['di dalam negeri'],['tasikmalaya karawang cikarang bekasi jakarta'],['19'],['administrasi/staf umum'],"['bekasi', 'cikarang', 'jakarta', 'karawang', 'tasikmalaya']",['public speaking']
151,['2002-09-15'],['l'],['2021-11-25'],['bungursari'],['smk'],['tkj'],['2021.0'],['futsal'],['rp 1.000.001 - rp 2.500.000'],['karyawan'],['di dalam negeri'],['kuningan'],['19'],['pekerja umum'],['kuningan'],['futsal']
152,['1999-01-01'],['p'],['2021-11-25'],['cihideung'],['smk'],['farmasi pelayanan'],['2017.0'],['meracik obat'],['rp 2.500.001 - rp 5.000.000'],['asisten tenaga kerja kefarmasian'],['di dalam negeri'],['tasikmalaya jakarta bandung'],['22'],['lain-lain'],"['bandung', 'jakarta', 'tasikmalaya']",['farmasi']
153,['1997-12-18'],['l'],['2021-11-25'],['mangkubumi'],['smk'],['rpl'],['2016.0'],['pemograman'],['rp 2.500.001 - rp 5.000.000'],['developer'],['di dalam negeri'],['jabar'],['23'],['it/software'],['jawa barat'],['pemrograman']
154,['1995-03-20'],['p'],['2021-11-25'],['bungursari'],['sma / lainnya'],['ipa'],['2013.0'],['olahraga'],['rp 1.000.001 - rp 2.500.000'],['operator'],['di dalam negeri'],['garut'],['26'],['produksi/operasional'],['garut'],['olahraga']
155,['2000-05-10'],['p'],['2021-11-25'],['bungursari'],['sma / lainnya'],['ips'],['2019.0'],['melukis'],['rp 2.500.001 - rp 5.000.000'],['sekertaris'],['di dalam negeri'],['tasikmalaya'],['21'],['administrasi/staf umum'],['tasikmalaya'],['menggambar']
156,['1997-12-26'],['l'],['2021-11-26'],['mangkubumi'],['sma / lainnya'],['ips'],['2016.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['bekasi'],['23'],['produksi/operasional'],['bekasi'],['olahraga']
157,['1999-08-10'],['p'],['2021-11-25'],['purbaratu'],['sma / lainnya'],['mipa'],['2018.0'],['administrasi perkantoran'],['> rp 10.000.000'],['pns'],['di dalam negeri'],['tasikmalaya'],['22'],['pelayanan publik/pemerintahan'],['tasikmalaya'],['administrasi']
158,['2000-12-05'],['p'],['2021-11-26'],['cipedes'],['d.iii'],['manajemen informatika'],['2021.0'],['publik speaking manajemen produksi'],['rp 2.500.001 - rp 5.000.000'],['staff administrasi'],['di dalam negeri'],['bandung tasikmalaya'],['20'],['administrasi/staf umum'],"['bandung', 'tasikmalaya']","['manajemen', 'operator produksi', 'public speaking']"
159,['1997-01-17'],['p'],['2021-11-26'],['bungursari'],['sma / lainnya'],['ipa'],['2015.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan tetap'],['di dalam negeri'],['purwakarta'],['24'],['pekerja umum'],['purwakarta'],['olahraga']
160,['1998-12-26'],['p'],['2021-11-26'],['cihideung'],['s1'],['manajemen'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['staf administrasi'],['di dalam negeri'],['tasikmalaya'],['22'],['administrasi/staf umum'],['tasikmalaya'],['olahraga']
161,['2001-04-11'],['p'],['2021-11-26'],['tamansari'],['smk'],['farmasi'],['2019.0'],['publik speaking'],['rp 5.000.001 - rp 10.000.000'],['akuntan'],['di dalam negeri'],['jawabarat'],['20'],['keuangan/akuntansi/perbankan'],['jawa barat'],['public speaking']
162,['1996-04-20'],['p'],['2021-12-21'],['tamansari'],['smk'],['rekayasa perangkat lunak'],['2014.0'],['bisa mengoperasikan komputer'],['rp 1.000.001 - rp 2.500.000'],['operator'],['di dalam negeri'],['tasikmalaya'],['25'],['produksi/operasional'],['tasikmalaya'],['komputer']
163,['2001-05-29'],['p'],['2021-11-29'],['indihiang'],['smk'],['bisnis daring dan pemasaran'],['2020.0'],['komputer'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['dimana saja'],['20'],['produksi/operasional'],['lokasi tidak spesifik'],['komputer']
164,['2002-07-27'],['p'],['2021-11-29'],['tamansari'],['sma / lainnya'],['ipa'],['2021.0'],['kesenian'],['0 - rp 1.000.000'],['akuntan'],['di dalam negeri'],['tasikmalaya'],['19'],['keuangan/akuntansi/perbankan'],['tasikmalaya'],['seni']
165,['1998-10-07'],['p'],['2021-11-29'],['tamansari'],['smk'],['teknik komputer dan jaringan'],['2016.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['bandung'],['23'],['produksi/operasional'],['bandung'],['olahraga']
166,['2001-12-14'],['p'],['2021-11-29'],['bungursari'],['sma / lainnya'],['ipa'],['2019.0'],['olahraga'],['rp 1.000.001 - rp 2.500.000'],['kariyawan'],['di dalam negeri'],['majalengka'],['19'],['pekerja umum'],['majalengka'],['olahraga']
167,['2000-10-05'],['l'],['2021-11-29'],['kawalu'],['sma / lainnya'],['transmisi telekomunikasi'],['2019.0'],['editing photo  photo grafh  musik'],['rp 2.500.001 - rp 5.000.000'],['staf adminoperasional'],['di dalam negeri'],['tasikmalaya  jabodetabek'],['21'],['administrasi/staf umum'],['tasikmalaya'],"['editing', 'editing foto', 'musik']"
168,['2001-07-21'],['l'],['2021-11-29'],['cibeureum'],['sma / lainnya'],['ipa'],['2020.0'],['olahraga raga bertani berdagang mengoprasikan mesin dan lain lain'],['rp 5.000.001 - rp 10.000.000'],['karyawan tetap'],['di dalam negeri'],['jabodetabek'],['20'],['pekerja umum'],"['bekasi', 'bogor', 'depok', 'jakarta', 'tangerang']","['olahraga', 'teknik mesin']"
169,['1993-01-13'],['l'],['2021-11-29'],['bungursari'],['smk'],['otomotif'],['2010.0'],['otomotif'],['rp 1.000.001 - rp 2.500.000'],['maintenance'],['di dalam negeri'],['tasikmalaya'],['28'],['teknisi/maintenance'],['tasikmalaya'],['otomotif']
170,['1998-11-01'],['p'],['2021-11-29'],['mangkubumi'],['s1'],['manajemen'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['manager'],['di dalam negeri'],['tasikmalaya'],['23'],['manajemen/direksi'],['tasikmalaya'],['olahraga']
171,['1996-03-25'],['p'],['2021-11-29'],['cipedes'],['smk'],['adm perkantoran'],['2015.0'],['komputer'],['rp 2.500.001 - rp 5.000.000'],['sekretaris'],['di dalam negeri'],['tasikmalaya'],['25'],['administrasi/staf umum'],['tasikmalaya'],['komputer']
172,['1997-09-09'],['l'],['2021-11-29'],['mangkubumi'],['s1'],['teknik informatika'],['2021.0'],['bahasa'],['0 - rp 1.000.000'],['apa saja'],['di dalam negeri'],['tasikmalaya'],['24'],['lain-lain'],['tasikmalaya'],['bahasa inggris']
173,['1999-07-15'],['p'],['2021-11-30'],['cibeureum'],['s1'],['manajamen'],['2021.0'],['kerjasama tim'],['rp 2.500.001 - rp 5.000.000'],['manajer'],['di dalam negeri'],['tasikmalaya'],['22'],['manajemen/direksi'],['tasikmalaya'],['kerja sama tim']
174,['1997-02-14'],['p'],['2021-11-30'],['cipedes'],['sma / lainnya'],['ipa'],['2015.0'],['memasak'],['rp 1.000.001 - rp 2.500.000'],['sa'],['di dalam negeri'],['tasikmalaya'],['24'],['lain-lain'],['tasikmalaya'],['memasak']
175,['1999-11-14'],['l'],['2021-11-30'],['bungursari'],['smk'],['otomotif'],['2021.0'],[],['rp 5.000.001 - rp 10.000.000'],['pegawai'],['di dalam negeri'],['luar kota'],['22'],['pekerja umum'],['lokasi tidak spesifik'],[]
176,['2001-08-29'],['l'],['2021-11-30'],['bungursari'],['smk'],['teknik komputer dan jaringan'],['2020.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['pegawai'],['di dalam negeri'],['luar kota'],['20'],['pekerja umum'],['lokasi tidak spesifik'],['olahraga']
